"","name","value","nombre","usuario","fecha","retweets","like","replies","texto","hashtags","ctasMencionadas","nombres_propios"
"903",903,"Miguel Estévez  @maxel1711 43m 43 minutes ago More Replying to @NormanFPearl @lopezobrador_ Deseo que en lo posible, se pueda dar una información completa sobre estas ""presiones"", que comenta el ex secretario Urzua. Lo que más conviene en estos momentos, es hablar con la verdad y la honestidad, que México necesita y desea conocer. Reply Retweet Like","Miguel Estévez  ","@maxel1711 ","2019-07-09",NA,NA,NA,"REPLYING TO @NormanFPearl @lopezobrador_ Deseo que en lo posible, se pueda dar una información completa sobre estas ""presiones"", que comenta el ex secretario Urzua. Lo que más conviene en estos momentos, es hablar con la verdad y la honestidad, que México necesita y desea conocer.","","@NormanFPearl, @lopezobrador_","Deseo, Urzua, Lo, México"
"904",904,"Guillermo Mora  @MemoMora_L 43m 43 minutes ago More Con las declaraciones de @lopezobrador_ ante la renuncia de Carlos Urzúa resulta preocupante el notar que no escucha los señalamientos de que la economía no va bien. Nombra a Arturo Herrera en Hacienda. De miedo la miopía del presidente. #SHCP #HACIENDA #CarlosUrzua Reply Retweet 4 Like","Guillermo Mora  ","@MemoMora_L ","2019-07-09",4,NA,NA,"Con las declaraciones de @lopezobrador_ ante la renuncia de Carlos Urzúa resulta preocupante el notar que no escucha los señalamientos de que la economía no va bien. Nombra a Arturo Herrera en Hacienda. De miedo la miopía del presidente. #SHCP #HACIENDA #CarlosUrzua","#SHCP, #HACIENDA, #CarlosUrzua","@lopezobrador_","Con, Carlos, Urzúa, Nombra, Arturo, Herrera, Hacienda, De, SHCP, HACIENDA, CarlosUrzua"
"905",905,"Elif Mendoza  @MaganaAllisson 43m 43 minutes ago More AMLO confirma a Arturo Herrera como sustituto de Carlos Urzúa en la Secretaría de Hacienda  Reply Retweet Like","Elif Mendoza  ","@MaganaAllisson ","2019-07-09",NA,NA,NA,"AMLO confirma a Arturo Herrera como sustituto de Carlos Urzúa en la Secretaría de Hacienda","","","AMLO, Arturo, Herrera, Carlos, Urzúa, Secretaría, Hacienda"
"906",906,"Quadratín Tlaxcala  @QuadratinTlax 43m 43 minutes ago More Andrés Manuel López Obrador aceptó la renuncia de Carlos Urzúa y nombra a Arturo Herrera nuevo secretario de Hacienda  Más detalles: Reply Retweet Like","Quadratín Tlaxcala  ","@QuadratinTlax ","2019-07-09",NA,NA,NA,"Andrés Manuel López Obrador aceptó la renuncia de Carlos Urzúa y nombra a Arturo Herrera nuevo secretario de Hacienda  Más detalles:","","","Andrés, Manuel, López, Obrador, Carlos, Urzúa, Arturo, Herrera, Hacienda, Más"
"907",907,"Licenciado Valeriano.  @Sword_XF 43m 43 minutes ago More Yo creo que Urzúa ya estaba hasta la madre de madrugar todos los días para estar de adorno. Ya desde eso es una calamidad la 4T que chinga les ponen a diario. Reply Retweet 2 Like","Licenciado Valeriano","@Sword_XF ","2019-07-09",2,NA,NA,".Yo creo que Urzúa ya estaba hasta la madre de madrugar todos los días para estar de adorno. Ya desde eso es una calamidad la 4T que chinga les ponen a diario.","","","Yo, Urzúa, Ya"
"908",908,"David Enriquez  @david_enriquez 43m 43 minutes ago More El peso y la bolsa se hunden tras la renuncia de Urzúa  Reply Retweet Like","David Enriquez  ","@david_enriquez ","2019-07-09",NA,NA,NA,"El peso y la bolsa se hunden tras la renuncia de Urzúa","","","El, Urzúa"
"909",909,"Hugo Guerrero  @15HugoGuerrero 43m 43 minutes ago More Hugo Guerrero Retweeted POLÍTICO México Es lamentable el posicionamiento del Presidente, insensible, haciendo uso de sus #OtrosDatos de manera irresponsable, Carlos Urzúa fue contundente en su carta: Hay discrepancias en materia económica, decisiones sin sustento e imposición de funcionarios sin conocimiento.  Hugo Guerrero added, 6:46 POLÍTICO México Verified account  @politicomx ""He tomado la decisión de aceptar la renuncia del día de hoy de Carlos Urzúa"": AMLO. https://politico.mx/_/hom   Show this thread Reply Retweet Like 1","Hugo Guerrero  ","@15HugoGuerrero ","2019-07-09",NA,1,NA,"Hugo Guerrero Retweeted POLÍTICO México Es lamentable el posicionamiento del Presidente, insensible, haciendo uso de sus #OtrosDatos de manera irresponsable, Carlos Urzúa fue contundente en su carta: Hay discrepancias en materia económica, decisiones sin sustento e imposición de funcionarios sin conocimiento.  Hugo Guerrero added, 6:46 POLÍTICO México Verified account  @politicomx ""He tomado la decisión de aceptar la renuncia del día de hoy de Carlos Urzúa"": AMLO. https://politico.mx/_/hom   Show this thread","#OtrosDatos","@politicomx","Hugo, Guerrero, Retweeted, POLÍTICO, México, Es, Presidente, OtrosDatos, Carlos, Urzúa, Hay, Hugo, Guerrero, POLÍTICO, México, Verified, He, Carlos, Urzúa, AMLO, Show"
"910",910,"xab  @javier77039585 43m 43 minutes ago More Replying to @adiazpi @FRANPEREA9 Otra muestra más de que el psicopata demagogo se dedica a hacer locuras en todos los aspectos de la vida nacional. Solo qué hay unos cuantos funcionarios con vergüenza como Germán Martinez y Urzua que se van, pero hay muchos sinverguenzas que se quedan. Reply Retweet Like","xab  ","@javier77039585 ","2019-07-09",NA,NA,NA,"REPLYING TO @adiazpi @FRANPEREA9 Otra muestra más de que el psicopata demagogo se dedica a hacer locuras en todos los aspectos de la vida nacional. Solo qué hay unos cuantos funcionarios con vergüenza como Germán Martinez y Urzua que se van, pero hay muchos sinverguenzas que se quedan.","","@adiazpi, @FRANPEREA9","Otra, Solo, Germán, Martinez, Urzua"
"911",911,"Sara Rocha Medina Verified account  @sara_rochaslp 43m 43 minutes ago More “Se han tomado decisiones de política pública sin el suficiente sustento”: Urzúa. Declaraciones que nos hacen recordarle al gobierno actual que urge se escuchen posturas contrarias, considere a especialistas en cada tema, tome decisiones con bases y pensando en el bienestar de  Reply Retweet Like 1","Sara Rocha Medina Verified account  ","@sara_rochaslp ","2019-07-09",NA,1,NA,"“Se han tomado decisiones de política pública sin el suficiente sustento”: Urzúa. Declaraciones que nos hacen recordarle al gobierno actual que urge se escuchen posturas contrarias, considere a especialistas en cada tema, tome decisiones con bases y pensando en el bienestar de","","","Se, Urzúa, Declaraciones"
"912",912,"Sebastián (2+2=)  @dosmasdoses 43m 43 minutes ago More Replying to @umbaldi @lopezobrador_ @CarlosUrzuaSHCP No, solamente serán elementos que dan muestra de la ineptitud del régimen actual: si no eran capaces, por nombrarlos desde un principio; si lo eran, porque en pocos meses los han hecho renunciar para no seguir lidiando con AMLO. Y Urzúa es el cuarto funcionario que lo hace. Reply Retweet Like 6","Sebastián ","@dosmasdoses ","2019-07-09",NA,6,NA,"(2+2=)REPLYING TO @umbaldi @lopezobrador_ @CarlosUrzuaSHCP No, solamente serán elementos que dan muestra de la ineptitud del régimen actual: si no eran capaces, por nombrarlos desde un principio; si lo eran, porque en pocos meses los han hecho renunciar para no seguir lidiando con AMLO. Y Urzúa es el cuarto funcionario que lo hace.","","@umbaldi, @lopezobrador_, @CarlosUrzuaSHCP","No, AMLO, Urzúa"
"913",913,"RAUL LIARD  @RAUL111143 43m 43 minutes ago More Dimite el ministro mexicano de Hacienda, Carlos Urzúa  -   Reply Retweet Like","RAUL LIARD  ","@RAUL111143 ","2019-07-09",NA,NA,NA,"Dimite el ministro mexicano de Hacienda, Carlos Urzúa  -","","","Dimite, Hacienda, Carlos, Urzúa"
"914",914,"El Financiero Verified account  @ElFinanciero_Mx 43m 43 minutes ago More Carlos Urzúa (@CarlosUrzuaSHCP) al renunciar al cargo de titular de @Hacienda_Mexico acusó discrepancias en materia económica e imposición de funcionarios. Te contamos más al respecto. Reply 4 Retweet 42 Like 84","El Financiero Verified account  ","@ElFinanciero_Mx ","2019-07-09",42,84,4,"Carlos Urzúa (@CarlosUrzuaSHCP) al renunciar al cargo de titular de @Hacienda_Mexico acusó discrepancias en materia económica e imposición de funcionarios. Te contamos más al respecto.","","@CarlosUrzuaSHCP, @Hacienda_Mexico","Carlos, Urzúa, Te"
"915",915,"Enrique Montalvo  @EnriqueMontalvo 43m 43 minutes ago More Justamente ayer Enrique Quintana y Carlos Mota le echaban porras a que Carlos Urzúa habia estaba haciendo buena chamba en la SCHP. Reply Retweet Like","Enrique Montalvo  ","@EnriqueMontalvo ","2019-07-09",NA,NA,NA,"Justamente ayer Enrique Quintana y Carlos Mota le echaban porras a que Carlos Urzúa habia estaba haciendo buena chamba en la SCHP.","","","Justamente, Enrique, Quintana, Carlos, Mota, Carlos, Urzúa, SCHP"
"916",916,"Fernando TM  @FersigloXXI 43m 43 minutes ago More Replying to @CarlosUrzuaSHCP Alguien con dignidad. Felicidades Sr Urzúa Reply Retweet Like","Fernando TM  ","@FersigloXXI ","2019-07-09",NA,NA,NA,"REPLYING TO @CarlosUrzuaSHCP Alguien con dignidad. Felicidades Sr Urzúa","","@CarlosUrzuaSHCP","Alguien, Felicidades, Sr, Urzúa"
"917",917,"IztapaLibre  @IztapaLibre 43m 43 minutes ago More Replying to @graciela_negro @GobiernoMX No, para nada digo que sea traidor, solo digo que es sensato de Urzúa salir.  Te acuerdas de Robles, se mantuvo y fue una traidora.  Creo que no me di a entender. Reply 1 Retweet Like 1","IztapaLibre  ","@IztapaLibre ","2019-07-09",NA,1,NA,"REPLYING TO @graciela_negro @GobiernoMX No, para nada digo que sea traidor, solo digo que es sensato de Urzúa salir.  Te acuerdas de Robles, se mantuvo y fue una traidora.  Creo que no me di a entender.","","@graciela_negro, @GobiernoMX","No, Urzúa, Te, Robles, Creo"
"918",918,"Puebla On Line  @Pueblaonline 43m 43 minutes ago More Puebla On Line Retweeted Andrés Manuel #ÚltimaHora | ""Acepté la renuncia de Carlos Urzúa, secretario de Hacienda y para sustituirlo he nombrado al subsecretario Arturo Herrera Gutiérrez"": @lopezobrador_ Puebla On Line added, 6:46 Andrés Manuel Verified account  @lopezobrador_ Acepté la renuncia de Carlos Urzúa, secretario de Hacienda y para sustituirlo he nombrado al subsecretario Arturo Herrera Gutiérrez, quien es un profesional en Economía, con virtudes de humanismo y honestidad.… Reply Retweet Like 1","Puebla On Line  ","@Pueblaonline ","2019-07-09",NA,1,NA,"Puebla On Line Retweeted Andrés Manuel #ÚltimaHora | ""Acepté la renuncia de Carlos Urzúa, secretario de Hacienda y para sustituirlo he nombrado al subsecretario Arturo Herrera Gutiérrez"": @lopezobrador_ Puebla On Line added, 6:46 Andrés Manuel Verified account  @lopezobrador_ Acepté la renuncia de Carlos Urzúa, secretario de Hacienda y para sustituirlo he nombrado al subsecretario Arturo Herrera Gutiérrez, quien es un profesional en Economía, con virtudes de humanismo y honestidad.…","#ÚltimaHora","@lopezobrador_, @lopezobrador_","Puebla, On, Line, Retweeted, Andrés, Manuel, Hora, Acepté, Carlos, Urzúa, Hacienda, Arturo, Herrera, Gutiérrez, Puebla, On, Line, Andrés, Manuel, Verified, Acepté, Carlos, Urzúa, Hacienda, Arturo, Herrera, Gutiérrez, Economía"
"919",919,"Marianatti  @marianatti89 43m 43 minutes ago More Replying to @lopezobrador_ Jajja me acuerdo cuando decíamos bueno al menos Urzua no nos va a dejar caer al precipicio.... hoy siento q vamos en caída libre  Reply Retweet Like 1","Marianatti  ","@marianatti89 ","2019-07-09",NA,1,NA,"REPLYING TO @lopezobrador_ Jajja me acuerdo cuando decíamos bueno al menos Urzua no nos va a dejar caer al precipicio.... hoy siento q vamos en caída libre","","@lopezobrador_","Jajja, Urzua"
"920",920,"Lord Molécula Oficial  @lordmolecula 43m 43 minutes ago More #AMLO emitió un video y dice ... Acepté la renuncia de Carlos Urzúa, secretario de Hacienda y para sustituirlo he nombrado al subsecretario Arturo Herrera Gutiérrez, quien es un profesional en Economía, con virtudes de humanismo y honestidad. Es de toda mi confianza.  Reply 1 Retweet 3 Like 6","Lord Molécula Oficial  ","@lordmolecula ","2019-07-09",3,6,1,"#AMLO emitió un video y dice ... Acepté la renuncia de Carlos Urzúa, secretario de Hacienda y para sustituirlo he nombrado al subsecretario Arturo Herrera Gutiérrez, quien es un profesional en Economía, con virtudes de humanismo y honestidad. Es de toda mi confianza.","#AMLO","","AMLO, Acepté, Carlos, Urzúa, Hacienda, Arturo, Herrera, Gutiérrez, Economía, Es"
"921",921,"miguel angel  @miguel_angel_sr 43m 43 minutes ago More Por imposición de funcionarios en la SHCP, Carlos Urzúa renuncia  Reply Retweet Like","miguel angel  ","@miguel_angel_sr ","2019-07-09",NA,NA,NA,"Por imposición de funcionarios en la SHCP, Carlos Urzúa renuncia","","","Por, SHCP, Carlos, Urzúa"
"922",922,"jose cara charda  @josecaracharda 43m 43 minutes ago More Parece que la renuncia de Carlos Urzúa fue por serias discrepancias en materia económica. Asunto grave sin http://duda.Al  parecer hay una carta pública. No sé si se digan en la carta los verdaderos motivos. Pronto sabremos más. ¿El verdadero motivo?. Reply Retweet Like","jose cara charda  ","@josecaracharda ","2019-07-09",NA,NA,NA,"Parece que la renuncia de Carlos Urzúa fue por serias discrepancias en materia económica. Asunto grave sin http://duda.Al  parecer hay una carta pública. No sé si se digan en la carta los verdaderos motivos. Pronto sabremos más. ¿El verdadero motivo?.","","","Parece, Carlos, Urzúa, Asunto, Al, No, Pronto, El"
"923",923,"Sara  @sarai_chiguil 43m 43 minutes ago More Esperando sus lecturas sobre:    Renuncia Carlos Urzúa a la SHCP  Reply Retweet Like","Sara  ","@sarai_chiguil ","2019-07-09",NA,NA,NA,"Esperando sus lecturas sobre:    Renuncia Carlos Urzúa a la SHCP","","","Esperando, Renuncia, Carlos, Urzúa, SHCP"
"924",924,"Rodrigo Sáinz  @rodsainz1 43m 43 minutes ago More López y su gobierno son el hazmerreír del mundo y la desgracia nacional. Pobre país. Dimite el ministro mexicano de Hacienda, Carlos Urzúa  -   Reply Retweet Like","Rodrigo Sáinz  ","@rodsainz1 ","2019-07-09",NA,NA,NA,"López y su gobierno son el hazmerreír del mundo y la desgracia nacional. Pobre país. Dimite el ministro mexicano de Hacienda, Carlos Urzúa  -","","","López, Pobre, Dimite, Hacienda, Carlos, Urzúa"
"925",925,"vero del castillo  @verodelcasti1 43m 43 minutes ago More @CarlosUrzuaSHCP Lic Urzua, lo queremos felicitar un grupo de mujeres por su honestidad, congruencia y sus intenciones de defender a México, pero lástima que la 4T no lo dejó Reply Retweet Like","vero del castillo  ","@verodelcasti1 ","2019-07-09",NA,NA,NA,"@CarlosUrzuaSHCP Lic Urzua, lo queremos felicitar un grupo de mujeres por su honestidad, congruencia y sus intenciones de defender a México, pero lástima que la 4T no lo dejó","","@CarlosUrzuaSHCP","Lic, Urzua, México"
"926",926,"BLACK PHILLIP   🌚  🐐  @hojasylapices 43m 43 minutes ago More BLACK PHILLIP Retweeted Carlos Urzúa Úrgeme saber quiénes son los influyentes de la 4T con conflicto de interés a los que se refiere Urzúa en su misiva. Tremenda escisión política.  BLACK PHILLIP added, Carlos Urzúa Verified account  @CarlosUrzuaSHCP Agradezco la oportunidad de haber podido servir a México.  Reply Retweet Like","BLACK PHILLIP   ","@hojasylapices ","2019-07-09",NA,NA,NA,"🌚  🐐BLACK PHILLIP Retweeted Carlos Urzúa Úrgeme saber quiénes son los influyentes de la 4T con conflicto de interés a los que se refiere Urzúa en su misiva. Tremenda escisión política.  BLACK PHILLIP added, Carlos Urzúa Verified account  @CarlosUrzuaSHCP Agradezco la oportunidad de haber podido servir a México.","","@CarlosUrzuaSHCP","BLACK, PHILLIP, Retweeted, Carlos, Urzúa, Urzúa, Tremenda, BLACK, PHILLIP, Carlos, Urzúa, Verified, Agradezco, México"
"927",927,"David Enriquez  @david_enriquez 43m 43 minutes ago More Carlos Urzúa renuncia a la Secretaría de Hacienda  Reply Retweet Like","David Enriquez  ","@david_enriquez ","2019-07-09",NA,NA,NA,"Carlos Urzúa renuncia a la Secretaría de Hacienda","","","Carlos, Urzúa, Secretaría, Hacienda"
"928",928,"JUANELO  @Diegohmygod 43m 43 minutes ago More Los bellos comentarios en el informe del reemplazo de Carlos Urzúa.  Reply 1 Retweet Like 1 Show this thread","JUANELO  ","@Diegohmygod ","2019-07-09",NA,1,1,"Los bellos comentarios en el informe del reemplazo de Carlos Urzúa.     Show this thread","","","Los, Carlos, Urzúa, Show"
"929",929,"xeu noticias  @xeunoticias 43m 43 minutes ago More Espera PAN que AMLO valore observaciones de Urzúa y asuma ruta para el bien de México http://bit.ly/2JphJyO  #Mexico Reply 1 Retweet Like 1","xeu noticias  ","@xeunoticias ","2019-07-09",NA,1,1,"Espera PAN que AMLO valore observaciones de Urzúa y asuma ruta para el bien de México http://bit.ly/2JphJyO  #Mexico","#Mexico","","Espera, PAN, AMLO, Urzúa, México, JphJyO, Mexico"
"930",930,"Pedro C. Piña Loredo Verified account  @PedroPinaLoredo 43m 43 minutes ago More Se va Carlos Urzúa y se dispara el dólar hasta los 19.55 pesos.  ¡Veremos! Reply Retweet 1 Like 2","Pedro C","@PedroPinaLoredo ","2019-07-09",1,2,NA,".Se va Carlos Urzúa y se dispara el dólar hasta los 19.55 pesos.  ¡Veremos!","","","Se, Carlos, Urzúa, Veremos"
"931",931,"Xosé Rocksario  @Incognito0902 43m 43 minutes ago More Honestamente, me esperaba primero la renuncia de Sánchez Cordero. Carlos Urzua no me parecía mal elemento. Muy discreto, de bajo perfil político. Reply Retweet Like","Xosé Rocksario  ","@Incognito0902 ","2019-07-09",NA,NA,NA,"Honestamente, me esperaba primero la renuncia de Sánchez Cordero. Carlos Urzua no me parecía mal elemento. Muy discreto, de bajo perfil político.","","","Honestamente, Sánchez, Cordero, Carlos, Urzua, Muy"
"932",932,"Guido Mendiburu S.  @gmendibu 43m 43 minutes ago More RT GobiernoMX:RT lopezobrador_: Acepté la renuncia de Carlos Urzúa, secretario de Hacienda y para sustituirlo he nombrado al subsecretario Arturo Herrera Gutiérrez, quien es un profesional en Economía, con virtudes de humanismo y honestidad. Es de toda m…  Reply Retweet Like","Guido Mendiburu S","@gmendibu ","2019-07-09",NA,NA,NA,".RT GobiernoMX:RT lopezobrador_: Acepté la renuncia de Carlos Urzúa, secretario de Hacienda y para sustituirlo he nombrado al subsecretario Arturo Herrera Gutiérrez, quien es un profesional en Economía, con virtudes de humanismo y honestidad. Es de toda m…","","","RT, GobiernoMX, RT, Acepté, Carlos, Urzúa, Hacienda, Arturo, Herrera, Gutiérrez, Economía, Es"
